created_at,polarity,subjectivity
2020-04-11,0.05933715984690333,0.38120077823620885
2020-04-12,0.058038634933064444,0.33904385906047296
2020-04-13,0.04443983562863852,0.3230605069894704
2020-04-14,0.042709090350287846,0.3348981741705156
2020-04-15,0.04353613570232977,0.31189999646290745
2020-04-16,0.05048784373103639,0.33654974567763923
2020-04-17,0.029105125317856227,0.3401805114319137
2020-04-18,0.060487789892297854,0.3505122535789261
2020-04-19,0.05852102348477969,0.3342738298964476
2020-04-20,0.05118956536750327,0.3443263396757964
2020-04-21,0.07464496773979531,0.33817364324691923
