created_at,polarity,subjectivity
2020-04-01,0.003897890483742714,0.3293416547457266
2020-04-02,0.04268161531673172,0.339752949585108
2020-04-03,0.06230317321628685,0.33338182799517385
2020-04-04,0.054938367930343075,0.3415897788565108
2020-04-05,0.04927988768762582,0.31575375250375287
2020-04-06,0.027235289176470518,0.3551883901562649
2020-04-07,0.05167768692060346,0.3542907772953232
2020-04-08,0.05996732715318453,0.3422999650705796
2020-04-09,0.05334158136087284,0.3152274903459544
2020-04-10,0.06321847982264643,0.35813324436219357
2020-04-11,0.07396184811806854,0.3577267519657538
