created_at,polarity,subjectivity
2020-05-11,0.05078342378825021,0.3336707235984247
2020-05-12,0.04837731260320979,0.34237503097223326
2020-05-13,0.05110836229105464,0.35077736662352066
2020-05-14,0.06544215404697724,0.33737398805493685
2020-05-15,0.060683612259423356,0.35202688764470047
2020-05-16,0.05243638984070584,0.34328293943359056
2020-05-17,0.04460258917444441,0.3448075556766706
2020-05-18,0.059793740308055836,0.32739341405792205
2020-05-19,0.07955463306784814,0.3455900486952708
2020-05-20,0.057806289522453064,0.3460622744415993
2020-05-21,0.04604824033990701,0.34296185501741044
