created_at,polarity,subjectivity
2020-05-01,0.08337405171852726,0.33445948321168456
2020-05-02,0.06816195906243316,0.3488661172298305
2020-05-03,0.07062221243834474,0.34974280973362437
2020-05-04,0.07332278276580877,0.3384992229059348
2020-05-05,0.06895986921637848,0.3313234674431223
2020-05-06,0.05085813390083574,0.34941905481266433
2020-05-07,0.05135369665282706,0.3536718242083979
2020-05-08,0.06783022848951614,0.3446217913676302
2020-05-09,0.06802219922136023,0.3471484346997778
2020-05-10,0.06796444995042024,0.32981323558994313
2020-05-11,0.05419873882422521,0.34904512280485056
